class,in_band,image_path,confidence,prob_true,predicted_class,correct
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_755.jpg,0.728686,0.176632,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_858.jpg,0.727992,0.727992,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_416.jpg,0.727071,0.171058,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_667.jpg,0.725464,0.043313,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1798.jpg,0.725424,0.127795,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_753.jpg,0.720664,0.720664,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_353.jpg,0.718966,0.081259,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_304.jpg,0.716499,0.716499,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2018.jpg,0.715584,0.715584,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_780.jpg,0.71521,0.71521,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2.jpg,0.714552,0.714552,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2025.jpg,0.713636,0.713636,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_694.jpg,0.712389,0.712389,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1549.jpg,0.712362,0.712362,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2023.jpg,0.711881,0.711881,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1296.jpg,0.711767,0.711767,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_290.jpg,0.710801,0.221869,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_668.jpg,0.710645,0.036647,healthy,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_662.jpg,0.710596,0.021626,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2021.jpg,0.709593,0.709593,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1940.jpg,0.709492,0.709492,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1278.jpg,0.707827,0.707827,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_598.jpg,0.707497,0.707497,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_232.jpg,0.70605,0.70605,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1002.jpg,0.705056,0.705056,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1129.jpg,0.704962,0.030913,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1037.jpg,0.704353,0.704353,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_826.jpg,0.702901,0.101164,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_227.jpg,0.701788,0.701788,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1643.jpg,0.701426,0.701426,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2158.jpg,0.700001,0.215373,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_333.jpg,0.697849,0.697849,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2168.jpg,0.697662,0.697662,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1518.jpg,0.692911,0.692911,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1364.jpg,0.691714,0.181505,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2142.jpg,0.6905,0.233501,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1230.jpg,0.689099,0.689099,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_503.jpg,0.688753,0.688753,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1122.jpg,0.687473,0.687473,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_716.jpg,0.684172,0.684172,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1143.jpg,0.683729,0.14643,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1204.jpg,0.682038,0.682038,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1986.jpg,0.681723,0.071433,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1370.jpg,0.680914,0.680914,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1513.jpg,0.680744,0.199808,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1537.jpg,0.68042,0.68042,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1938.jpg,0.678488,0.678488,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2124.jpg,0.674476,0.08471,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_274.jpg,0.669673,0.165458,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2049.jpg,0.66939,0.106848,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_542.jpg,0.668794,0.668794,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_745.jpg,0.668213,0.21186,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1148.jpg,0.667961,0.205164,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1021.jpg,0.667671,0.667671,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2154.jpg,0.66736,0.160812,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1146.jpg,0.666574,0.245279,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_254.jpg,0.666517,0.666517,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2161.jpg,0.664446,0.245333,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1177.jpg,0.66444,0.66444,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1461.jpg,0.663194,0.179151,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1878.jpg,0.662944,0.662944,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_103.jpg,0.661814,0.031564,healthy,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_261.jpg,0.661153,0.166799,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1762.jpg,0.6608,0.210741,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2069.jpg,0.659717,0.659717,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1404.jpg,0.659236,0.231753,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1968.jpg,0.659051,0.659051,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_817.jpg,0.658726,0.658726,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_991.jpg,0.657434,0.249839,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1289.jpg,0.656511,0.656511,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_419.jpg,0.656386,0.656386,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1276.jpg,0.655177,0.22898,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2117.jpg,0.654066,0.167109,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_348.jpg,0.653623,0.653623,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_759.jpg,0.653282,0.653282,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1666.jpg,0.652936,0.196886,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2122.jpg,0.652357,0.151747,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2048.jpg,0.652228,0.125364,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1425.jpg,0.650704,0.168384,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_220.jpg,0.650344,0.650344,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_257.jpg,0.64927,0.159558,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1523.jpg,0.648698,0.648698,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1572.jpg,0.648322,0.214212,healthy,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1361.jpg,0.64799,0.64799,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1804.jpg,0.647112,0.159047,healthy,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1463.jpg,0.645386,0.205891,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_752.jpg,0.645344,0.645344,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_463.jpg,0.645211,0.645211,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_622.jpg,0.644158,0.644158,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2116.jpg,0.643459,0.146014,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1218.jpg,0.643366,0.643366,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1626.jpg,0.642831,0.642831,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1774.jpg,0.64209,0.64209,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_855.jpg,0.641609,0.118744,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_998.jpg,0.640126,0.207084,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1343.jpg,0.638757,0.638757,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1349.jpg,0.638508,0.638508,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1365.jpg,0.636571,0.230213,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2074.jpg,0.636322,0.252186,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_685.jpg,0.6359,0.028602,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_352.jpg,0.634439,0.634439,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_543.jpg,0.632563,0.632563,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1896.jpg,0.632045,0.632045,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1895.jpg,0.631518,0.311101,healthy,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1464.jpg,0.631382,0.631382,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1946.jpg,0.630237,0.227145,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1291.jpg,0.626838,0.626838,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_955.jpg,0.626536,0.088041,healthy,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1443.jpg,0.625545,0.625545,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1152.jpg,0.624302,0.094995,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_746.jpg,0.623348,0.290876,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_483.jpg,0.62264,0.62264,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1319.jpg,0.622455,0.622455,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2056.jpg,0.62125,0.62125,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1149.jpg,0.620243,0.247379,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_422.jpg,0.620098,0.620098,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1147.jpg,0.617574,0.290159,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1949.jpg,0.616834,0.196623,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1000.jpg,0.61634,0.207534,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1431.jpg,0.616057,0.616057,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_482.jpg,0.615748,0.060434,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2041.jpg,0.614286,0.055325,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1398.jpg,0.613674,0.240025,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1457.jpg,0.61295,0.61295,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_512.jpg,0.610122,0.610122,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1651.jpg,0.609944,0.609944,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1369.jpg,0.607502,0.126719,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_737.jpg,0.604271,0.604271,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_580.jpg,0.604228,0.604228,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_996.jpg,0.603456,0.603456,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1283.jpg,0.603243,0.288592,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_372.jpg,0.602812,0.602812,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_871.jpg,0.601913,0.072311,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_134.jpg,0.601877,0.601877,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1298.jpg,0.601748,0.601748,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2065.jpg,0.600552,0.600552,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1455.jpg,0.600137,0.273959,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_718.jpg,0.599405,0.599405,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1554.jpg,0.59917,0.189206,healthy,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1409.jpg,0.599019,0.225043,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2047.jpg,0.598837,0.159103,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2019.jpg,0.598756,0.598756,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1571.jpg,0.597077,0.083086,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_470.jpg,0.596926,0.596926,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_951.jpg,0.595477,0.595477,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_619.jpg,0.594963,0.594963,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_994.jpg,0.593702,0.593702,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_179.jpg,0.589706,0.242429,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1763.jpg,0.587672,0.312568,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1765.jpg,0.586059,0.586059,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1635.jpg,0.585352,0.585352,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_525.jpg,0.584905,0.208478,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_742.jpg,0.583736,0.583736,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1373.jpg,0.580157,0.131714,healthy,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_621.jpg,0.578472,0.305057,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2071.jpg,0.576891,0.229583,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1417.jpg,0.576472,0.153835,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1652.jpg,0.57478,0.223499,healthy,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_853.jpg,0.574309,0.060828,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1310.jpg,0.572959,0.572959,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_987.jpg,0.570678,0.570678,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_513.jpg,0.570647,0.223101,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_406.jpg,0.568495,0.393017,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1886.jpg,0.567085,0.567085,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2173.jpg,0.566978,0.021391,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_489.jpg,0.566642,0.566642,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_999.jpg,0.565013,0.220831,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1789.jpg,0.56445,0.342356,healthy,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1567.jpg,0.562344,0.044915,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1216.jpg,0.559228,0.559228,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1843.jpg,0.558266,0.304414,healthy,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1454.jpg,0.556049,0.294667,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1758.jpg,0.555705,0.555705,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_774.jpg,0.555096,0.066038,healthy,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_992.jpg,0.555026,0.3282,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2165.jpg,0.553934,0.167421,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2050.jpg,0.552765,0.183085,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_968.jpg,0.552172,0.552172,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1219.jpg,0.551905,0.551905,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1996.jpg,0.551703,0.551703,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1941.jpg,0.551389,0.551389,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1839.jpg,0.549488,0.358783,healthy,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2127.jpg,0.54923,0.150353,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2132.jpg,0.54912,0.385977,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1598.jpg,0.548757,0.210882,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_69.jpg,0.548063,0.548063,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_458.jpg,0.54639,0.54639,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1408.jpg,0.545101,0.545101,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_665.jpg,0.543448,0.543448,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_233.jpg,0.539953,0.539953,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1935.jpg,0.538925,0.538925,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_695.jpg,0.536781,0.536781,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1340.jpg,0.536208,0.536208,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1951.jpg,0.535688,0.143809,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1411.jpg,0.535327,0.398794,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1459.jpg,0.534973,0.251734,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2150.jpg,0.532198,0.382953,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_588.jpg,0.531589,0.531589,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1570.jpg,0.531443,0.041423,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1990.jpg,0.531259,0.254652,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1285.jpg,0.531214,0.531214,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2015.jpg,0.530946,0.309623,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2145.jpg,0.529125,0.529125,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1336.jpg,0.528757,0.393707,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2104.jpg,0.528625,0.112716,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_941.jpg,0.527841,0.527841,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1556.jpg,0.52783,0.52783,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_430.jpg,0.527786,0.527786,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_269.jpg,0.525426,0.525426,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_701.jpg,0.524045,0.185646,healthy,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1446.jpg,0.523841,0.523841,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_111.jpg,0.523682,0.356946,rice_blast,False
